日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014/07/05,淡水,NO2,2.2,2.1,3.1,5.7,13,14,15,16,14,14,4.7,4.2,4.3,6.3,4.7,5.1,6.7,7.8,15,18,13,5.7,3.1,2
2014/07/05,淡水,NOx,2.8,2.8,4,7.6,23,29,23,21,17,16,6.9,6.2,6.6,8.2,6.4,6.5,8.1,9.3,16,19,15,6.8,4.3,3.7
2014/07/05,淡水,O3,12,11,10,6.1,1.8,2.3,6,16,34,49,47,43,37,51,47,44,54,49,32,24,18,14,11,11
2014/07/05,淡水,PM10,20,21,18,17,24,34,43,46,49,56,48,37,35,33,32,35,40,38,43,48,40,26,18,15
2014/07/05,淡水,PM2.5,8,8,8,6,8,13,13,25,26,28,26,20,20,23,24,20,20,23,21,23,21,13,7,5
2014/07/05,淡水,SO2,0.5,1.3,1.4,2,6,7.3,5.8,6.2,5.6,6.4,4,4.6,3.7,4.5,2.9,2.7,3.2,2.7,2.4,2.4,3.9,2.9,1.5,1.5
2014/07/05,淡水,UVB,0,0,0,0,0,0.1,0.5,1.7,2.9,3.8,7.5,9.9,9.9,8.1,3.4,1.8,1.5,0.4,0,0,0,0,0,0
2014/07/06,淡水,CO,0.09,0.25,0.4,0.38,0.29,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,NO,1.2,3.4,4.6,2.3,2.1,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,NO2,1.4,6.8,16,23,17,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,NOx,2.6,10,21,25,19,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,O3,10,5.2,3.3,5.5,9.9,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,PM10,11,13,27,38,39,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,PM2.5,8,11,12,20,22,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,SO2,1.6,2.5,4.7,5.7,4.5,,,,,,,,,,,,,,,,,,,
2014/07/06,淡水,UVB,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2014/07/07,淡水,CO,,,,,,,,,,,,0.28,0.12,0.08,0.12#,0.1,0.12,0.17,0.15,0.16,0.17,0.16,0.13,0.11
2014/07/07,淡水,NO,,,,,,,,,,,,1.6#,0.6#,0.6#,0.6#,-1.6#,-4.2*,-2.9*,-3*,-2.5*,-1.2*,-0.6*,-0.6*,-0.9*
2014/07/07,淡水,NO2,,,,,,,,,,,,-1#,,,,3.6#,2.9*,3.3*,2.7*,3.8*,3.9*,3.5*,2.9*,2.4*
2014/07/07,淡水,NOx,,,,,,,,,,,,0.6#,-0.4#,-0.4#,-0.4#,2#,-1.3*,0.4*,-0.2*,1.3*,2.7*,3*,2.2*,1.6*
2014/07/07,淡水,O3,,,,,,,,,,,,,,0#,10,12,17,17,15,17,16,15,14,14
2014/07/07,淡水,PM10,,,,,,,,,,,,,20,23,17,9,13,16,15,22,26,24,28,29
2014/07/07,淡水,PM2.5,,,,,,,,,,,,,3,10,13,6,1,-2#,2,2,9,11,8,9
2014/07/07,淡水,SO2,,,,,,,,,,,,,,,2.7#,1.8#,1.7,1.6,1.6,1.7,1.5,1.6,1.4,1.3
2014/07/07,淡水,UVB,,,,,,,,,,,,11,11,10,7.3,4.4,1.9,0.5,0.1,0,0,0,0,0
2014/07/08,淡水,CO,0.09,0.08,0.09,0.11,0.11,0.14,0.19,0.28,0.3,0.27,0.22,0.2#,0.2,0.21,0.19,0.2,0.15,0.13,0.15,0.43,0.47,0.54,0.59,0.54
2014/07/08,淡水,NO,-0.6*,-0.6*,-0.9*,0.7,0.9,1.1,1.5,2.8,3.6,3.1,3.5,2.6#,3.1#,1.8,1.2,1.1,1,0.5,0.7,3.3,3.6,3.2,4.7,5.1
2014/07/08,淡水,NO2,2*,1.5*,1.8*,1.1,0.7,1,3.9,6.9,7,5.9,4.9,,2.4#,5,4,5.4,3.5,1.8,8.3,16,15,17,19,17
2014/07/08,淡水,NOx,1.3*,0.8*,0.8*,1.8,1.6,2.1,5.4,9.7,11,9,8.4,0.7#,5.5#,6.8,5.1,6.6,4.5,2.3,9,19,19,20,23,22
2014/07/08,淡水,O3,15,16,16,21,23,25,23,23,26,31,32#,35,38,37,34,35,45,43,30,14,8.9,6.8,3.6,3.3
2014/07/08,淡水,PM10,29,31,29,29,29,32,37,44,45,51,,40,43,44,43,44,45,48,49,46,39,38,44,43
2014/07/08,淡水,PM2.5,9,7,7,10,10,8,13,22,23,21,,25,21,20,15,14,18,15,15,18,20,19,16,16
2014/07/08,淡水,SO2,1.4,1.4,1.5,1.6,1.6,1.5,1.5,1.6,1.8,2,1.9,1.7#,1.4,1.5,1.5,1.6,1.9,1.7,2.8,2.2,1.8,1.9,2.3,2
2014/07/08,淡水,UVB,0,0,0,0,0,0,0.2,0.6,2.1,2.9,6,3.3,4.5,6.1,2.3,1.8,1.2,0.5,0,0,0,0,0,0
2014/07/09,淡水,CO,0.54,0.37,0.14,0.13,0.15,0.21,0.25,0.21,0.22,0.22,0.2,0.22,0.23,0.16,0.14,0.17,0.17,0.16,0.25,0.31,0.6,0.76,0.88,0.79
2014/07/09,淡水,NO,4.7,7.4,1.7,1.1,0.8,0.9,1.6,2.3,2.6,1.8,1.5,1.3,1.5,1.6,1.8,1.8,1.4,1.3,1.5,1.4,2.8,2.8,3.7,4
2014/07/09,淡水,NO2,18,17,13,6.6,5,7.3,9.9,9.7,8.9,7.1,5.7,5.8,7.4,5.6,6.4,6.8,6.9,7.9,17,16,24,25,30,28
2014/07/09,淡水,NOx,23,25,15,7.6,5.8,8.2,11,12,12,8.8,7.2,7.1,9,7.3,8.3,8.6,8.3,9.2,19,18,27,28,33,32
2014/07/09,淡水,O3,2.5,2.4,15,25,24,20,19,25,34,49,57,66,73,56,47,50,49,43,36,30,16,9.6,5.1,5
2014/07/09,淡水,PM10,42,42,38,35,38,40,38,43,48,45,44,55,83,92,93,92,67,53,60,64,57,56,60,61
2014/07/09,淡水,PM2.5,15,15,13,15,14,16,18,18,26,30,28,27,31,33,27,24,25,23,25,26,27,32,32,30
2014/07/09,淡水,SO2,2.4,4.7,4.3,3.8,3.5,4.4,5.1,4.5,4.3,3.4,3,2.9,4.1,3.1,2.1,2,2.1,2,2,2.7,4,3.8,3.9,3.6
2014/07/09,淡水,UVB,0,0,0,0,0,0,0.3,1.3,3.3,5.6,6.9,7.7,8.9,7.9,5.5,3.3,1.6,0.4,0,0,0,0,0,0
2014/07/10,淡水,CO,0.61,0.5,0.47,0.33,0.23,0.35,0.39,0.28,0.22,0.19,0.14,0.17,0.15,0.08,0.13,0.14,0.14,0.14,0.15,0.33,0.6,0.79,0.8,0.71
2014/07/10,淡水,NO,3.2,3.5,8.5,1.3,0.9,5,8.7,4.5,2.8,3.1,3,1.3,1.2,2.3,1.9,0.9,0.6,1,0.6,1.5,4.7,8.9,8.6,6.6
2014/07/10,淡水,NO2,26,25,25,16,13,16,17,15,10,9.5,8,4.4,5.3,6,6,4.8,5,6.9,7.6,12,19,22,25,23
2014/07/10,淡水,NOx,29,28,33,18,14,21,26,19,13,13,11,5.8,6.5,8.3,7.9,5.7,5.5,7.9,8.2,13,24,31,33,30
2014/07/10,淡水,O3,6.2,8.7,6.2,8.8,11,4.4,7.6,13,17,22,27,50,51,32,44,58,51,36,26,16,4.9,2.5,2.9,2.7
2014/07/10,淡水,PM10,64,64,61,55,45,44,54,59,50,46,46,45,40,43,45,40,39,35,33,37,40,42,46,49
2014/07/10,淡水,PM2.5,32,32,31,29,25,22,27,31,24,20,19,19,20,18,14,14,13,13,15,18,20,20,23,23
2014/07/10,淡水,SO2,3.2,4.9,5.8,5.2,4.9,4.9,5.5,5.4,4.6,4.5,4.8,3.7,3.7,3.3,2.9,2.5,2.3,3.1,3.5,3.5,2.9,3.1,3.2,3.1
2014/07/10,淡水,UVB,0,0,0,0,0,0,0.4,0.8,1.7,2.8,5.2,7.9,7.3,6,4.8,3.1,1.1,0.2,0,0,0,0,0,0
2014/07/11,淡水,CO,0.53,0.27,0.33,0.25,0.27,0.24,0.24,0.21,0.17,0.19,0.23,0.11,0.08,0.05,0.06,0.06,0.13,0.1,0.08,0.27,0.52,0.54,0.5,0.55
2014/07/11,淡水,NO,6.6,1.9,4.9,1.2,4.9,2,4.6,5.5,3.4,3,2.8,2.1,1.2,1.5,1.5,1.4,2.4,2.4,1.1,1.1,1.9,1.6,1.8,2.9
2014/07/11,淡水,NO2,19,16,16,17,16,15,13,10,7,9.9,9.7,6.5,3.8,2.7,3.5,5.2,10,11,7.6,11,25,25,22,24
2014/07/11,淡水,NOx,26,18,21,19,21,17,17,16,10,13,13,8.6,5.1,4.2,5,6.6,12,13,8.7,12,26,27,23,27
2014/07/11,淡水,O3,2.9,4.8,4.1,3.9,3,5.8,9.1,15,24,32,34,46,47,28,25,24,18,15,18,12,6,5.7,5.5,2.7
2014/07/11,淡水,PM10,48,43,38,35,37,37,31,29,29,33,42,50,56,48,35,33,34,32,26,27,31,31,31,29
2014/07/11,淡水,PM2.5,22,20,16,13,16,19,15,13,13,13,15,16,20,19,9,7,10,11,13,13,15,19,5,1
2014/07/11,淡水,SO2,3.5,4.1,4.4,4.8,4.1,6.2,7.4,7,4.6,5.6,6.1,4.5,3.6,2.9,3.8,2.8,3.1,3.1,4.2,2.6,2.7,2.7,2.3,3
2014/07/11,淡水,UVB,0,0,0,0,0,0.1,0.5,1.8,4,5.4,5.9,7.7,8.6,6.4,2.4,1.2,0.3,0.1,0,0,0,0,0,0
2014/07/12,淡水,CO,0.59,0.53,0.48,0.51,0.51,0.41,0.4,0.31,0.23,0.19,0.27,0.13,0.09,0.05,0.05,0.04,0.05,0.07,0.09,0.1,0.29,0.19,0.24,0.17
2014/07/12,淡水,NO,3.6,3.8,3.5,9.1,13,5.3,3.9,4.1,4.8,3.6,4.1,2.1,1.8,2,2,2.5,4.4,2.1,1.6,1.3,2,2,1.7,1.8
2014/07/12,淡水,NO2,23,21,18,19,18,17,13,12,12,10,12,4.8,4.9,3.2,2.1,2.9,8.3,2.5,3.8,5,13,13,15,12
2014/07/12,淡水,NOx,27,25,21,28,31,22,17,16,17,14,16,6.8,6.7,5.2,4.1,5.4,13,4.6,5.4,6.3,15,15,16,14
2014/07/12,淡水,O3,2.2,2.3,2.4,2.6,2.1,4.2,11,19,27,33,35,51,46,33,27,24,18,24,24,20,8.1,11,6.2,9
2014/07/12,淡水,PM10,31,34,37,35,33,32,34,39,38,32,42,77,95,65,39,38,33,27,24,23,26,33,33,28
2014/07/12,淡水,PM2.5,15,16,17,15,13,13,16,20,20,20,16,16,18,16,13,13,12,6,13,16,18,17,13,13
2014/07/12,淡水,SO2,2.7,2.5,3.4,4.5,3.8,3.6,3.2,3.9,4.4,5.2,5.5,3.4,3.6,3.4,2.6,2.4,2.1,1.7,2.1,2.1,2.1,3,5.4,4.3
2014/07/12,淡水,UVB,0,0,0,0,0,0.1,0.5,1.8,3.9,6.4,8.3,5.7,6,7.1,5.5,3.2,1.4,0.2,0,0,0,0,0,0
2014/07/13,淡水,CO,0.19,0.25,0.31,0.33,0.16,0.12,0.14,0.2,0.15,0.1,0.12,0.13,0.09,0.07,0.07,0.07,0.07,0.09,0.11,0.15,0.22,0.31,0.44,0.6
2014/07/13,淡水,NO,1.7,2,1.9,2.5,2.1,0.8,2,3.6,2.7,1.8,1.3,1.3,1.4,1.8,3.2,3.2,4.4,2.4,0.8,0.7,0.8,1,2.1,7.1
2014/07/13,淡水,NO2,12,14,15,12,9.7,7.8,7.3,8.8,6.9,3.3,3.8,5.8,2.9,3.8,4.9,6.1,8.5,5.8,3.9,5.7,9,14,21,22
2014/07/13,淡水,NOx,14,16,17,14,12,8.6,9.3,12,9.6,5.1,5.1,7.1,4.2,5.6,8.1,9.3,13,8.2,4.6,6.4,9.9,15,23,29
2014/07/13,淡水,O3,9.3,5.4,3.6,3.7,7.2,10,12,16,24,30,39,47,44,31,26,24,19,23,24,19,15,11,4.8,2.4
2014/07/13,淡水,PM10,27,27,32,38,35,26,23,28,28,26,23,34,50,55,49,45,43,35,28,27,31,34,37,38
2014/07/13,淡水,PM2.5,14,15,14,11,10,10,12,16,19,14,10,18,21,16,12,10,12,10,13,20,21,24,26,26
2014/07/13,淡水,SO2,3.7,3.2,3.4,2.3,2.7,2.8,3.8,4.6,3.3,2.3,2.5,2.7,2.1,2.7,3.2,2.8,2.2,1.7,1.8,2.1,2.5,3.2,4,4.2
2014/07/13,淡水,UVB,0,0,0,0,0,0.1,0.5,1.8,3.8,6.5,8.7,8.8,8.8,8.9,6.6,3.9,1.8,0.5,0,0,0,0,0,0
2014/07/14,淡水,CO,0.4,0.26,0.2,0.14,0.13,0.16,0.17,0.2,0.21,0.17,0.12,0.1,0.07,0.04,0.05,0.08,0.06,0.23,0.3,0.82,0.63,0.44,0.95,1.31
2014/07/14,淡水,NO,3.1,1.8,1.4,1.3,1.4,2.7,3,3.5,3.3,2.3,2.5,2.2,2.3,2.2,1.7,2.2,2,1.6,1.3,1.8,2.6,2.5,7.8,19
2014/07/14,淡水,NO2,20,17,13,8.8,10,11,8.1,9,8.8,7.3,5.2,3.7,3,1.7,1.9,2.8,3.3,9.6,13,38,25,16,30,40
2014/07/14,淡水,NOx,23,18,15,10,12,14,11,12,12,9.6,7.7,5.9,5.3,3.9,3.6,5,5.2,11,14,40,28,18,38,58
2014/07/14,淡水,O3,3.4,4.1,6.7,10,7.1,6.8,12,15,27,40,29,35,27,23,24,22,20,44,26,8.4,6.5,11,3.5,2.3
2014/07/14,淡水,PM10,40,44,40,32,23,24,27,27,28,29,29,35,38,27,24,24,21,26,28,37,45,42,45,53
2014/07/14,淡水,PM2.5,25,22,17,11,10,13,14,16,19,17,20,23,18,12,10,10,6,14,22,20,25,23,23,27
2014/07/14,淡水,SO2,4.5,4.4,3.5,3.1,3,3.2,3,3.7,3.7,3.1,3.3,3.2,2.4,2.1,2,2.1,1.8,2.2,3,5.1,2.7,2.2,4.7,7.1
2014/07/14,淡水,UVB,0,0,0,0,0,0.1,0.5,1.7,3.9,6.4,8.3,9.4,9.1,7.4,5.1,2.6,1.1,0.3,0,0,0,0,0,0
2014/07/15,淡水,CO,1.13,0.89,0.74,0.7,0.58,0.42,0.43,0.4,0.5,0.4,0.17,0.05,0.04,0.07,0.06,0.04,0.06,0.05,0.25,0.62,0.37,0.36,0.46,0.72
2014/07/15,淡水,NO,14,12,6.7,6.7,6,3.2,4.6,4.8,4.8,4,3.3,2.7,2.3,2.5,2.6,2.5,2.5,2.2,2.3,2.8,2.7,2.3,2.5,7.3
2014/07/15,淡水,NO2,36,28,24,23,20,14,13,12,17,19,11,2.6,1.7,1.8,1.8,1,2.5,2.5,12,28,16,13,16,26
2014/07/15,淡水,NOx,50,40,30,29,26,17,18,17,22,23,14,5.3,4.1,4.3,4.3,3.5,5,4.7,14,30,18,15,18,33
2014/07/15,淡水,O3,2.2,2,2,1.9,2.1,4.7,6.5,16,29,49,39,30,31,28,23,21,20,19,14,11,21,22,12,2.1
2014/07/15,淡水,PM10,55,48,38,39,42,40,40,43,55,64,57,37,21,17,15,13,12,17,22,33,42,39,40,39
2014/07/15,淡水,PM2.5,30,27,23,21,20,19,19,20,25,33,33,21,14,10,6,5,6,10,12,19,26,26,23,21
2014/07/15,淡水,SO2,6.8,3.9,4.1,3.8,3.5,3.2,4.1,3.7,4,6.7,5.7,3.7,3.1,2.5,2.9,2.4,2.8,2.8,3.2,5.4,4.7,3,3,4.4
2014/07/15,淡水,UVB,0,0,0,0,0,0,0.4,1.4,3.1,5,5.9,7.3,7.2,6.3,5.2,3,1,0.3,0,0,0,0,0,0
2014/07/16,淡水,CO,0.69,0.48,0.26,0.25,0.27,0.29,0.33,0.45,0.38,0.19,0.12,0.16#,0.18,0.18,0.11,0.09,0.07,0.11,0.12,0.12,0.09,0.08,0.08,0.06
2014/07/16,淡水,NO,8.6,7.1,3.1,2.7,3.3,4.6,5.7,8.1,7.6,3.9,2.4,1.3#,0.7,0.9,1.3,1.1,0.9,1.2,1.2,1.2,1.2,1.1,1,0.8
2014/07/16,淡水,NO2,24,18,12,13,16,15,14,19,16,8.4,5.8,5.5#,5,5.8,3.9,3,3,5.7,4.6,4,3.3,2.8,2.2,1.9
2014/07/16,淡水,NOx,32,25,15,16,19,20,20,27,24,12,8.2,6.8#,5.7,6.7,5.2,4.1,3.9,6.9,5.8,5.2,4.4,3.9,3.3,2.8
2014/07/16,淡水,O3,1.9,2.9,3.8,2.6,2.4,3,5.3,9.2,14,21,27,46#,81,77,48,49,52,25,16,11,10,10,10,10
2014/07/16,淡水,PM10,38,38,34,27,27,33,33,34,35,27,18,29,40,42,40,31,28,29,26,22,21,23,23,21
2014/07/16,淡水,PM2.5,20,18,13,12,11,12,16,16,15,17,17,16,26,28,23,19,18,16,12,7,6,7,8,8
2014/07/16,淡水,SO2,4.8,2.4,2,2,3.1,3.3,3.1,3.3,2.7,1.8,1.4,2.4#,3.4,3.7,2.7,2.1,2.1,1.5,1,1,1.1,0.9,0.9,0.9
2014/07/16,淡水,UVB,0,0,0,0,0,0,0.4,1.3,3.4,4.6,8.2,8.7,9,7.4,6,3.7,1.5,0.3,0,0,0,0,0,0
2014/07/17,淡水,CO,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.12,0.37,0.3,0.42,0.07,0.06,0.07,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.06
2014/07/17,淡水,NO,0.9,1.1,1,1,0.9,1.1,1.7,2.8,6.9,4.2,2.4,1.9,1.3,1.5,1.9,1.6,1.7,1.6,1.3,1.3,1.3,1.5,1.3,0.9
2014/07/17,淡水,NO2,1.3,0.9,1.1,2.2,2.2,2.9,2.9,4.3,15,15,4.7,3.2,2.1,2.3,2.4,1.7,2,2.1,2,2.5,2.4,2.5,2.2,2.4
2014/07/17,淡水,NOx,2.2,2,2,3.2,3.2,4,4.6,7.1,22,19,7.1,5.1,3.4,3.9,4.3,3.3,3.7,3.7,3.4,3.8,3.7,3.9,3.5,3.3
2014/07/17,淡水,O3,11,11,10,10,10,8.5,9.9,11,18,34,21,21,23,20,19,18,18,15,14,11,11,10,9.1,9
2014/07/17,淡水,PM10,20,18,16,18,20,18,17,17,26,35,56,48,23,22,26,28,26,27,24,20,16,16,17,15
2014/07/17,淡水,PM2.5,7,6,5,6,7,8,6,6,13,26,27,15,13,15,15,14,10,10,12,9,6,7,11,9
2014/07/17,淡水,SO2,0.8,1.2,1.4,1.5,1.4,1.5,1.7,1.7,2.9,3.3,2.3,1.6,1.6,1.6,1.4,1.6,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.5
2014/07/17,淡水,UVB,0,0,0,0,0,0.1,0.5,1.9,4,6.6,9.2,11,11,8.8,6.7,3.9,1.7,0.4,0.1,0,0,0,0,0
2014/07/18,淡水,CO,0.05,0.05,0.03,0.02,0.03,0.04,0.07,0.07,0.12,0.1,0.08,0.1#,0.13,0.18,0.15,0.17,0.19,0.21,0.37,0.53,0.52,0.52,0.35,0.4
2014/07/18,淡水,NO,1,0.9,0.8,1,0.7,0.7,1.6,2.1,2.4,2.4,2.2,3#,1.4,1.1,0.9,1.1,1.2,1,0.9,1,1.1,1.2,3.6,10
2014/07/18,淡水,NO2,2,1.6,1,0.9,1.2,1.7,2.7,2.5,3.1,3.5,3,4.4#,4.4,6.3,3.7,8,10,10,16,17,18,19,11,9.5
2014/07/18,淡水,NOx,3,2.5,1.9,1.9,1.9,2.4,4.3,4.6,5.5,5.9,5.2,7.4#,5.8,7.4,4.6,9.1,11,11,17,18,19,20,15,20
2014/07/18,淡水,O3,9.4,9.5,9.7,9.8,9.4,8.8,8.1,9.6,13,16,17,18#,56,97,87,82,63,63,50,38,32,21,5.5,2
2014/07/18,淡水,PM10,15,17,16,11,11,12,16,15,20,23,22,,29,45,57,55,55,57,68,66,56,53,42,28
2014/07/18,淡水,PM2.5,6,5,3,6,8,4,1,2,5,6,7,,14,31,37,27,26,26,31,34,35,33,21,10
2014/07/18,淡水,SO2,1.5,1.9,2,1.8,2,1.9,2.1,2.1,2.2,2.2,2.3,2.5#,3.6,4.9,4.6,4.7,5.3,4.6,3.4,2.4,2.4,2.4,2.2,2.3
2014/07/18,淡水,UVB,0,0,0,0,0,0.1,0.5,1.7,4.1,6.9,9.4,11,9.9#,0#,0#,0#,1#,0.4,0,0,0,0,0,0
2014/07/19,淡水,CO,0.35,0.22,0.21,0.34,0.37,0.39,0.4,0.4,0.38,0.22,0.17,0.11,0.09,0.08,0.08,0.07,0.08,0.1,0.11,0.09,0.08,0.09,0.07,0.07
2014/07/19,淡水,NO,11,9.5,7.9,14,17,17,17,9.5,6,3.1,2.6,1.3,1.5,1.5,1.5,1.5,1.6,1.9,1.7,1.3,1.3,1.5,1.3,1.2
2014/07/19,淡水,NO2,7.5,5.5,6,8.8,9,8.2,9.6,13,15,10,7.2,4.1,3.6,3.3,3.1,2.4,2.5,3,3,2.3,1.8,1.7,1.5,1.2
2014/07/19,淡水,NOx,19,15,14,23,26,25,26,23,21,13,9.7,5.4,5.1,4.8,4.7,3.9,4.1,4.9,4.7,3.6,3.1,3.1,2.8,2.3
2014/07/19,淡水,O3,1.8,1.9,1.8,1.9,1.8,2,3.1,8.4,22,38,42,45,27,27,27,24,20,16,14,14,14,14,14,14
2014/07/19,淡水,PM10,23,24,22,21,22,24,28,31,34,35,31,29,21,16,20,17,17,17,15,11,9,12,16,16
2014/07/19,淡水,PM2.5,9,6,5,5,7,10,9,13,16,16,16,16,13,12,13,10,10,8,7,7,7,8,7,7
2014/07/19,淡水,SO2,2.3,1.8,1.8,2.8,3.3,3.1,3.4,3.6,3.6,4.3,6.5,6,4.1,4.5,3.7,3.1,2.8,2.8,1.8,1.6,1.4,1.4,1.4,1.4
2014/07/19,淡水,UVB,0,0,0,0,0,0.1,0.6,1.8,4.2,6.5,7.9,9.6,11,7.2,5.7,2.8,1.7,0.6,0.1,0,0,0,0,0
2014/07/20,淡水,CO,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.06,0.08,0.09,0.09,0.08,0.07
2014/07/20,淡水,NO,0.9,1,0.8,1.2,0.8,1,1.4,1.7,1.7,1.8,1.4,1.4,1.3,1.3,1.3,1.8,2.2,1.6,1.2,1.1,1.2,1.1,1,1
2014/07/20,淡水,NO2,0.8,0.6,0.6,1,1.1,1.6,2.1,2.1,2.3,2.5,2.3,2.3,2,2,2,3.1,2.6,2.1,4.4,4.5,3.2,3.1,3,1.9
2014/07/20,淡水,NOx,1.7,1.6,1.3,2.2,1.9,2.6,3.5,3.8,4,4.2,3.7,3.7,3.3,3.3,3.3,4.9,4.7,3.7,5.7,5.6,4.4,4.2,4,2.9
2014/07/20,淡水,O3,14,14,14,14,13,12,12,14,16,18,19,21,23,22,23,22,19,18,13,13,13,13,13,13
2014/07/20,淡水,PM10,17,16,12,13,17,15,13,13,13,13,15,16,17,18,20,18,18,23,28,26,17,12,16,16
2014/07/20,淡水,PM2.5,11,9,5,6,4,6,8,4,4,11,10,6,9,11,7,6,7,9,15,13,8,7,6,8
2014/07/20,淡水,SO2,1.5,1.3,1.4,1.4,1.4,1.6,1.7,1.9,1.8,1.6,1.8,1.7,2.1,1.7,1.9,2.8,2.4,2.9,6.7,3.5,1.9,1.8,1.8,1.5
2014/07/20,淡水,UVB,0,0,0,0,0,0.1,0.6,2.1,4.4,7.3,9.5,11,10,9.7,7.5,4.6,2.2,0.6,0.1,0,0,0,0,0
2014/07/21,淡水,CO,0.06,0.05,0.05,0.04,0.05,0.06,0.07,0.11,0.1,0.08,0.08,0.06,0.07,0.07,0.08,0.07,0.08,0.1,0.11,0.11,0.11,0.14,0.22,0.19
2014/07/21,淡水,NO,1.1,1.1,1.1,0.5,0.6,0.7,1.1,1.9,2,2,1.6,1.3,1.2,1.4,1.4,1.7,2,3,1.9,1.3,1,1,2.5,2.9
2014/07/21,淡水,NO2,1.4,0.8,0.5,0.9,1,1.6,2.1,2.7,2.5,2.4,2.6,2,2,2,2.8,2.7,2.7,4.6,4.7,4.6,4,4.1,6.1,5.9
2014/07/21,淡水,NOx,2.6,1.9,1.6,1.4,1.5,2.3,3.2,4.6,4.6,4.4,4.2,3.3,3.2,3.4,4.2,4.3,4.7,7.6,6.5,5.9,5,5.1,8.6,8.8
2014/07/21,淡水,O3,14,14,14,14,14,13,12,13,15,16,18,19,19,19,20,19,17,11,11,11,12,11,7.7,8.1
2014/07/21,淡水,PM10,18,20,15,16,16,15,16,18,20,17,17,15,12,18,23,23,20,21,22,22,21,18,20,22
2014/07/21,淡水,PM2.5,9,2,2,6,5,6,6,6,6,1,4,7,6,8,10,9,9,12,12,9,9,7,5,4
2014/07/21,淡水,SO2,1.5,1.2,1.2,1.3,1.3,1.8,1.7,1.7,1.6,1.4,1.4,1.7,1.6,1.5,2,2.9,2.3,6,4.5,3.7,1.9,1.6,1.5,1.3
2014/07/21,淡水,UVB,0,0,0,0,0,0.1,0.6,1.9,4.2,6.9,9.1,11,11,9.4,7.1,4.4,2,0.6,0.1,0,0,0,0,0
2014/07/22,淡水,CO,0.09,0.06,0.08,0.08,0.08,0.12,0.23,0.21,0.15,0.12,0.1,0.09,0.08,0.08,0.09,0.09,0.11,0.12,0.29,0.13,0.08,0.07,0.07,0.06
2014/07/22,淡水,NO,1.4,1,2.4,2.1,3,3.6,10,4.9,3.7,3.9,3.1,2.8,2.5,2.6,2.8,2.2,1.6,1.4,3.1,1.7,1.3,1.3,1.2,1.3
2014/07/22,淡水,NO2,2.9,1.7,4.9,4.5,4.6,5,6.3,5.9,4.4,4.2,3.6,3.7,2.9,2.8,3.2,2.9,2.9,3.9,7.9,3.7,2.4,1.5,1.4,1
2014/07/22,淡水,NOx,4.2,2.7,7.3,6.6,7.6,8.7,16,11,8.1,8.1,6.7,6.5,5.4,5.4,6,5.1,4.5,5.3,11,5.3,3.7,2.8,2.6,2.3
2014/07/22,淡水,O3,8.4,9.3,3.7,4.9,4.1,4.3,3.5,8.3,13,16,16,17,18,18,15,15,16,14,11,16,18,19,19,20
2014/07/22,淡水,PM10,20,16,17,17,13,17,22,17,17,22,20,21,23,22,,15,20,23,22,21,22,27,26,21
2014/07/22,淡水,PM2.5,1,2,5,6,7,6,7,10,9,6,10,12,7,7,,9,10,10,6,6,9,8,7,5
2014/07/22,淡水,SO2,1.5,1.7,2.1,2.2,1.9,2.2,2.6,2.4,2.1,2.3,1.8,3,3,1.8,1.7,2,1.8,1.6,1.8,1.8,1.6,1.8,1.8,1.7
2014/07/22,淡水,UVB,0,0,0,0,0,0.1,0.4,1.5,3.2,7.4,8.1,7.8,10,6.3,4.2,1.5,0.5,0,0,0,0,0,0,0
2014/07/23,淡水,CO,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.06,0.07,0.09,0.11,0.19,0.18,0.2,0.13,0.16,0.19,0.25,0.4,0.3,0.31,0.43,0.46
2014/07/23,淡水,NO,1,1.1,1.2,1,0.9,1.2,1,1,1.1,1,0.8,1.1,1.8,3.9,3.2,3.1,1.8,1.5,1.4,3.7,2.2,2.3,8.1,7.8
2014/07/23,淡水,NO2,0.6,0.3,0.1,0.4,0.2,0.2,0.6,0.6,0.7,0.8,1,1.4,5.3,11,10,6.7,6.3,4.6,7.2,11,11,11,20,20
2014/07/23,淡水,NOx,1.7,1.4,1.3,1.4,1.1,1.3,1.5,1.6,1.8,1.8,1.8,2.6,7.1,14,14,9.8,8.1,6.1,8.6,15,13,13,28,28
