日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014/03/23,淡水,NO,1.2,1.2,1.2,2.1,1.9,1.7,1.9,2,2,2.3,2.3,2.1,2.3,2.2,2,2.3,2,2,1.9,1.8,1.8,1.9,1.8,1.8
2014/03/23,淡水,NO2,3.5,3.1,3.1,1.9,1.8,2.1,2.5,3.1,3.7,3.8,3.7,2.9,2.9,3,2.9,2.9,3.4,3.1,3.1,3.3,3.5,3.6,3.3,3
2014/03/23,淡水,NOx,4.7,4.3,4.3,4,3.7,3.8,4.4,5.1,5.7,6.2,6,5,5.1,5.2,5,5.2,5.3,5.1,5,5.1,5.3,5.5,5.1,4.8
2014/03/23,淡水,O3,48,48,47,48,49,47,46,45,44,44,44,46,46,45,45,45,44,45,44,44,46,46,46,46
2014/03/23,淡水,PM10,24,24,22,21,22,18,17,22,23,26,31,26,21,23,23,23,22,22,20,17,20,20,20,21
2014/03/23,淡水,PM2.5,16,15,12,11,13,13,9,10,15,17,14,12,11,11,13,12,8,9,11,10,10,14,13,13
2014/03/23,淡水,SO2,0.2,0.9,0.9,0.7,1.5,1.9,1.9,2,2,2,2,1.8,1.9,1.7,1.7,1.7,1.5,1.5,1.5,1.4,1.3,1.2,1.2,1.2
2014/03/23,淡水,UVB,0,0,0,0,0,0,0.1,0.7,2,3.9,5.9,7,6.8,5.5,3.6,2,0.7,0.1,0,0,0,0,0,0
2014/03/24,淡水,CO,0.16,0.16,0.15,0.14,0.16,0.17,0.21,0.22,0.22,0.21,0.24#,0.27#,0.2,0.23,0.29,0.3,0.31,0.26,0.29,0.25,0.24,0.23,0.23,0.19
2014/03/24,淡水,NO,1.8,1.9,1.9,0.9,0.9,0.8,0.9,1.1,1.4,2.2,1.5#,-0.7#,1.1,1.2,1.2,1.8,2.7,1.1,1,1.1,1.1,0.9,0.8,0.8
2014/03/24,淡水,NO2,2.2,1.9,1.9,1.3,1.2,1.8,5,4,3.9,4.6,4#,2.1#,4.2,5.7,8.7,19,23,10,12,7.5,6.5,5.3,4.8,2.4
2014/03/24,淡水,NOx,4,3.8,3.9,2.1,2,2.6,5.9,5.1,5.3,6.8,5.5#,1.4#,5.4,6.9,9.9,21,25,11,13,8.6,7.6,6.2,5.6,3.2
2014/03/24,淡水,O3,48,47,46,47,46,45,38,40,42,44,46#,49#,54,66,71,65,50,41,37,39,38,39,40,43
2014/03/24,淡水,PM10,21,18,17,21,22,21,18,16,18,22,,0#,31,33,39,48,54,48,38,34,28,24,23,22
2014/03/24,淡水,PM2.5,16,15,14,12,12,14,15,14,12,14,,-2#,16,17,20,27,28,24,18,14,13,13,15,14
2014/03/24,淡水,SO2,1.1,1.4,1.3,1.3,1.1,1.2,1.5,1.5,1.4,1.4,1.6#,1#,2.8,3,4,5.8,5.4,2.2,1.9,1.8,1.7,1.8,1.7,1.6
2014/03/24,淡水,UVB,0,0,0,0,0,0,0.1,0.8,2.2,4.1,6,7.4#,7,4.2,3.4,1.8,0.6,0.1,0,0,0,0,0,0
2014/03/25,淡水,CO,0.24,0.24,0.27,0.3,0.33,0.4,0.44,0.64,0.94,0.71,0.45,0.37,0.32,0.3,0.3,0.3,0.39,0.37,0.73,1.04,1.28,1.07,1.11,1.01
2014/03/25,淡水,NO,1.1,0.9,1.1,0.8,0.9,1.5,3.3,8.5,16,8,4.8,1.2,1,1.2,1.5,2.3,2.3,3.5,1.7,2.8,11,5.9,2.8,3
2014/03/25,淡水,NO2,5,5.9,7.2,12,14,22,21,25,36,30,19,9.1,7.7,12,15,30,40,49,39,53,58,52,50,47
2014/03/25,淡水,NOx,6.2,6.8,8.2,13,15,23,24,34,52,38,24,10,8.7,13,17,32,42,53,41,56,69,58,53,50
2014/03/25,淡水,O3,37,35,28,22,17,8.2,8,9.5,12,29,39,59,67,68,72,56,44,33,28,10,4.1,9.1,7.1,7.8
2014/03/25,淡水,PM10,23,23,24,23,24,32,34,38,44,67,89,90,82,76,79,79,78,87,84,79,82,82,78,67
2014/03/25,淡水,PM2.5,16,16,14,17,20,23,23,24,26,34,47,52,50,51,50,46,42,40,40,42,45,48,46,41
2014/03/25,淡水,SO2,2,1.3,1.7,2.9,4.2,4.9,3.2,4.5,5.2,6.3,9.4,4.6,4.3,5.1,4.1,7.1,6.6,7.5,4.7,4.2,4.4,5.3,4,6.2
2014/03/25,淡水,UVB,0,0,0,0,0,0,0.1,0.7,1.8,3.5,4.8,6.1,6.5,4.2,2.9,1,0.4,0.1,0,0,0,0,0,0
2014/03/26,淡水,CO,1.22,1.01,0.87,0.79,0.69,0.61,0.87,0.82,1.41,0.48,0.35,0.27,0.25,0.2,0.15,0.15,0.18,0.22,0.86,1.03,0.79,0.64,0.62,0.53
2014/03/26,淡水,NO,13,5.7,2.5,6.7,5.5,3.1,18,13,15,5.4,4.8,3.1,3.3,1.1,0.8,1.5,2.2,2.2,7.1,3.5,1.8,1.2,1.2,0.9
2014/03/26,淡水,NO2,52,47,43,46,37,31,33,32,36,26,24,18,18,5.4,3,6.8,15,25,36,47,35,24,21,19
2014/03/26,淡水,NOx,65,52,46,53,42,34,50,45,51,31,29,21,22,6.5,3.7,8.3,17,27,43,50,36,25,22,19
2014/03/26,淡水,O3,2.9,3.8,5.8,5.5,4.8,5.9,4.3,7.8,11,30,36,44,49,53,39,37,34,28,14,8.4,19,30,28,25
2014/03/26,淡水,PM10,68,70,61,59,61,61,66,67,103,108,71,60,49,42,35,31,34,42,49,62,64,57,50,40
2014/03/26,淡水,PM2.5,42,43,35,32,36,34,34,35,43,45,39,36,27,23,19,15,19,22,26,33,36,34,31,25
2014/03/26,淡水,SO2,7.6,5.8,3.4,8.6,6.8,5.5,5.5,4.7,6.4,21,13,7.7,6.8,2.1,0.9,1.8,3.5,1.8,1.6,4,2.8,1.4,0.5,0.2
2014/03/26,淡水,UVB,0,0,0,0,0,0,0.1,0.6,1.3,2.7,3.8,5.3,3.8,4.5,3.5,1.7,0.7,0.1,0,0,0,0,0,0
2014/03/27,淡水,CO,0.5,0.52,0.65,0.59,0.53,0.63,0.72,0.55,0.32,0.26,0.24,0.24,0.29,0.32,0.31,0.22,0.21,0.2,0.23,0.46,0.21,0.41,0.24,0.16
2014/03/27,淡水,NO,0.8,1,1.2,6.1,4,7.5,14,15,12,11,3.7,2.3,1.3,1.4,2.1,1.9,2.4,0.9,1,1.6,1.1,1.7,1.4,0.8
2014/03/27,淡水,NO2,18,20,28,34,35,33,28,30,22,18,10,10,9,8.9,18,10,7.6,5.8,8.5,16,6,13,6.8,3.1
2014/03/27,淡水,NOx,19,21,29,40,39,40,42,45,34,28,14,13,10,10,20,12,10,6.7,9.5,18,7.1,15,8.2,4
2014/03/27,淡水,O3,22,17,8.5,3.8,4,2.5,3.2,6.4,12,17,25,38,59,71,55,37,32,28,29,18,30,19,28,31
2014/03/27,淡水,PM10,34,33,39,49,57,57,53,56,55,48,40,38,49,60,70,56,35,26,26,37,32,29,26,18
2014/03/27,淡水,PM2.5,21,23,26,26,33,38,34,34,33,27,24,22,31,38,36,28,21,18,17,20,20,17,16,13
2014/03/27,淡水,SO2,1.3,4.7,4.8,6,4.6,2.4,2.3,7.5,11,8.6,3.8,4,3.8,4.9,7.9,2,1.2,1.7,2.7,2.3,1.2,0.9,0.8,0.1
2014/03/27,淡水,UVB,0,0,0,0,0,0,0.1,0.4,2,4,4,5,6,5.4,2.9,1.3,0.8,0.1,0,0,0,0,0,0
2014/03/28,淡水,CO,0.14,0.13,0.13,0.14,0.14,0.17,0.28,0.3,1.02,0.42,0.36,0.37,0.4,0.4,0.39,0.4,0.4,0.43,0.57,0.58,0.44,0.52,0.9,1.08
2014/03/28,淡水,NO,0.8,0.8,0.6,0.7,0.9,1.2,1.8,2.6,3.7,5.4,2.6,2.2,2.4,2.4,2,1.6,1.6,1.7,1.2,1.1,1.3,1,1.5,6.9
2014/03/28,淡水,NO2,2.4,2.1,2.1,1.8,2.4,4,9.2,9,12,18,9.6,7.9,13,11,9.4,8.8,14,17,18,16,12,13,32,40
2014/03/28,淡水,NOx,3.2,2.9,2.6,2.5,3.3,5.1,11,12,15,23,12,10,16,14,11,10,15,18,19,17,13,14,34,47
2014/03/28,淡水,O3,30,28,27,25,24,21,15,17,18,25,34,44,55,62,62,65,56,52,48,49,49,34,11,2.9
2014/03/28,淡水,PM10,17,11,10,10,9,9,12,17,33,71,92,93,98,94,88,105,108,93,98,98,87,79,81,90
2014/03/28,淡水,PM2.5,6,3,4,4,9,10,6,6,14,40,52,48,53,53,53,57,57,55,54,52,53,50,46,46
2014/03/28,淡水,SO2,0.9,1.2,1.3,1.1,1.3,1.5,1.6,1.5,2.7,7.5,5,3.6,6.8,4.5,3.6,3.1,2.5,2.9,2.9,2.2,2.7,2,3.2,4.8
2014/03/28,淡水,UVB,0,0,0,0,0,0,0.2,0.9,2.3,2.9,4.3,6.7,6.1,6.1,4.4,2,0.7,0.1,0,0,0,0,0,0
2014/03/29,淡水,CO,1.36,1.07,0.62,0.83,1.02,1.16,1.15,1.06,0.68,0.45,0.45,0.5,0.41,0.38,0.23,0.15,0.14,0.14,0.16,0.16,0.18,0.25,0.42,0.4
2014/03/29,淡水,NO,17,16,3.5,12,19,26,32,28,15,5.3,4.1,4.1,2.5,3,2.7,7.4,3.6,4.5,1.6,1.5,1.4,1.3,5.4,7.9
2014/03/29,淡水,NO2,42,31,20,25,28,31,30,31,31,22,20,23,14,16,10,19,10,10,7,7,5.8,11,17,23
2014/03/29,淡水,NOx,59,47,24,38,48,58,62,59,46,27,24,27,17,19,13,26,14,15,8.6,8.5,7.2,12,23,30
2014/03/29,淡水,O3,2.6,2.9,4.8,2,2.3,2.6,3.2,6.1,14,27,35,36,48,37,34,13,17,14,16,17,18,13,7,4.6
2014/03/29,淡水,PM10,92,78,59,55,61,71,79,75,70,72,84,94,88,73,67,77,68,50,42,35,31,26,32,38
2014/03/29,淡水,PM2.5,43,35,27,28,33,36,38,41,38,39,46,47,41,30,22,19,13,15,15,17,18,13,18,23
2014/03/29,淡水,SO2,5.3,3.5,2.4,2.6,2.9,5,7.4,8.3,11,9.4,7,7.3,5.2,4.3,4,4.3,2.5,2.8,2.3,1.4,0.8,1.5,2.6,6.4
2014/03/29,淡水,UVB,0,0,0,0,0,0,0.2,0.9,1.9,2.8,4,2.6,3.3,2.3,2,0.9,0.5,0.1,0,0,0,0,0,0
2014/03/30,淡水,CO,0.14,0.13,0.16,0.18,0.29,0.28,0.27,0.41,0.4,0.43,0.46,0.63,0.59,0.45,0.42,0.41,0.38,0.37,0.39,0.38,0.37,0.37,0.35,0.34
2014/03/30,淡水,NO,1.3,1,1,1.4,1.3,1.3,1,3,1.9,1.7,1.5,1.4,1.5,1.2,1.3,1.2,1.6,1,1.1,1.1,1.3,1.1,1.3,1.2
2014/03/30,淡水,NO2,8.8,6.8,5.4,6,5.4,4.6,5.5,13,8.5,7.6,6.9,7,6.9,4.9,4.8,5.1,6,5.9,6,5.6,5.5,6.3,5.6,4.5
2014/03/30,淡水,NOx,10,7.8,6.4,7.4,6.7,5.9,6.6,16,10,9.2,8.4,8.4,8.4,6.1,6.1,6.3,7.5,6.9,7.1,6.8,6.8,7.4,6.9,5.7
2014/03/30,淡水,O3,16,16,20,27,40,50,50,30,42,52,62,62,64,67,72,77,80,80,81,78,77,76,74,74
2014/03/30,淡水,PM10,38,33,32,31,34,33,26,28,40,45,50,66,89,103,108,117,126,126,126,126,126,131,130,123
2014/03/30,淡水,PM2.5,20,16,15,15,18,20,20,20,24,31,34,49,63,54,45,44,45,47,47,45,44,46,47,45
2014/03/30,淡水,SO2,3.1,2.8,2.6,2.6,2.3,1.9,1.6,2.1,2.6,3.2,4,4.1,3.8,3.9,4.1,4.2,4,3.6,3.8,4.3,4.8,5.1,4.3,3.6
2014/03/30,淡水,UVB,0,0,0,0,0,0,0.1,0.8,2.3,3.8,6.2,6.2,6,5.8,4,1.9,0.5,0.1,0,0,0,0,0,0
2014/03/31,淡水,CO,0.33,0.33,0.35,0.34,0.35,0.35,0.42,0.52,0.46,0.42,0.47,0.43,0.39,0.46,0.33,0.32,0.33,0.36,0.76,0.81,0.8,0.67,0.52,0.48
2014/03/31,淡水,NO,1.1,1,1.1,1.1,0.9,1.3,1.2,1.6,1.7,1.7,2.2,2,1.5,1.8,1.3,1.3,1.2,1.2,1.9,2.8,2.1,1.2,1.1,1.2
2014/03/31,淡水,NO2,4.4,4.4,5.5,5.7,4.9,6.5,9.5,16,11,11,14,13,7.8,15,6.9,8.8,10,19,28,30,27,19,12,11
2014/03/31,淡水,NOx,5.4,5.5,6.6,6.8,5.8,7.8,11,18,13,13,16,15,9.3,17,8.2,10,11,20,30,33,29,20,13,12
2014/03/31,淡水,O3,73,71,63,63,59,58,50,41,48,45,48,57,69,67,70,62,58,46,20,15,18,26,36,45
2014/03/31,淡水,PM10,121,119,114,111,90,65,54,50,50,53,57,56,55,59,55,60,66,73,78,71,65,65,64,54
2014/03/31,淡水,PM2.5,43,43,42,44,42,33,28,28,29,33,33,33,33,34,35,34,39,40,38,40,40,35,35,29
2014/03/31,淡水,SO2,4.2,3.7,3.8,2.7,1.1,1.3,1.6,1.3,1.3,1.4,1.3,1.7,2.9,5.1,3.1,3,3.2,3.4,2.2,2.3,2.1,1.5,1.7,1.8
2014/03/31,淡水,UVB,0,0,0,0,0,0,0.1,0.5,1.8,1.8,5.5,5.9,3.2,2.7,2,0.4,0.2,0,0,0,0,0,0,0
2014/04/01,淡水,CO,0.37,0.35,0.33,0.33,0.32,0.32,0.36,0.48,0.42,0.36,0.34,0.31,0.31,0.29,0.31,0.29,0.31,0.42,0.4,0.35,0.35,0.4,0.46,0.43
2014/04/01,淡水,NO,1,1.2,1.3,0.8,0.7,0.9,1,1.5,1.7,1.3,1.1,1.5,1.3,1.2,1.2,1.3,1.1,1.4,1.4,1.2,1,1.2,1.2,0.9
2014/04/01,淡水,NO2,3.9,3.9,4.1,3,2.9,3,6.1,12,9.8,8.3,8,6.6,5.9,5.8,7.6,6.9,7,13,10,8.9,8.9,10,12,10
2014/04/01,淡水,NOx,5,5.1,5.3,3.8,3.6,3.9,7.1,13,11,9.6,9.2,8,7.3,6.9,8.8,8.3,8.1,14,12,10,9.9,11,13,11
2014/04/01,淡水,O3,59,55,55,55,56,56,52,44,45,46,47,50,52,54,53,53,52,46,47,47,48,44,37,26
2014/04/01,淡水,PM10,32,18,20,12,11,20,26,28,27,26,32,34,32,31,32,32,33,35,32,31,27,23,27,28
2014/04/01,淡水,PM2.5,16,11,10,11,8,8,13,18,15,10,13,16,14,18,19,18,19,16,18,18,14,9,11,13
2014/04/01,淡水,SO2,0.7,1.6,1.3,1.4,1.4,1.4,1.4,1.5,1.8,1.8,1.8,1.6,1.7,1.4,1.7,1.7,1.7,1.4,1.4,1.4,1.5,1.5,1.6,1.5
2014/04/01,淡水,UVB,0,0,0,0,0,0,0,0.2,0.3,0.5,0.7,1.2,1.7,1.3,0.5,0.4,0.2,0,0,0,0,0,0,0
2014/04/02,淡水,CO,0.53,0.38,0.23,0.23,0.29,0.38,0.34,0.42,0.33,0.3,0.29,0.29,0.29,0.3,0.32,0.3,0.36,0.47,0.82,0.84,0.77,0.78,0.93,0.95
2014/04/02,淡水,NO,1.2,0.9,0.7,0.8,1,1.3,1.5,2,2.1,1.9,1.9,1.5,1.5,1.3,1.5,1.7,1.6,1.9,3.4,5.8,4.4,7.6,7.6,11
2014/04/02,淡水,NO2,13,8.2,3.2,3.2,4.7,9.4,9.7,10,5.9,4.9,5.7,4.2,4.2,5.4,7.6,7.5,10,13,25,28,24,22,23,22
2014/04/02,淡水,NOx,14,9.1,3.9,4,5.7,11,11,12,8,6.7,7.6,5.7,5.7,6.6,9.1,9.2,12,15,28,33,29,29,31,33
2014/04/02,淡水,O3,18,24,45,46,39,29,38,41,47,48,46,46,47,47,44,44,42,34,13,8.4,10,7.6,5.8,4.2
2014/04/02,淡水,PM10,29,31,29,31,33,37,34,34,35,35,,37,38,45,45,46,51,53,56,59,56,55,56,54
2014/04/02,淡水,PM2.5,18,20,18,20,19,17,20,21,17,20,,26,26,26,26,27,32,34,34,33,33,34,34,32
2014/04/02,淡水,SO2,2.2,1.5,1.4,1.6,1.5,1.7,1.6,1.7,1.7,1.6,1.9,2.5,1.9,1.6,1.6,1.7,1.7,1.8,1.7,1.9,2.2,2,2.3,2.2
2014/04/02,淡水,UVB,0,0,0,0,0,0,0.1,0.7,1.6,3.7,3.7,3.5,2.3,0.7,0.3,0.9,0.4,0.1,0,0,0,0,0,0
2014/04/03,淡水,CO,0.64,0.48,0.59,0.45,0.27,0.23,0.27,0.38,0.34,0.34,0.52,0.69,0.29,0.29,0.27,0.3,0.33,0.39,0.68,0.66,0.41,0.45,0.49,0.38
2014/04/03,淡水,NO,3.4,1.4,1.2,1.2,0.9,0.8,1.4,2,1.7,1.2,2.8,6.3,1.3,1.5,1.4,1.2,1.3,1.2,2.5,4.2,1,1.3,1.2,1.2
2014/04/03,淡水,NO2,18,13,22,9.8,4.1,4.1,7.1,10,8.5,8.1,17,24,7.6,7.3,7.3,7.9,11,12,37,24,9.6,12,14,11
2014/04/03,淡水,NOx,21,14,23,11,5,4.9,8.6,12,10,9.3,20,30,8.9,8.8,8.7,9,12,13,40,29,11,13,15,12
2014/04/03,淡水,O3,11,16,15,23,34,42,42,38,38,36,29,29,44,45,44,43,44,40,11,24,41,40,39,44
2014/04/03,淡水,PM10,55,53,53,49,40,35,31,31,38,39,45,64,56,39,39,39,29,22,28,34,32,28,31,33
2014/04/03,淡水,PM2.5,33,34,34,32,26,23,21,21,21,24,27,33,27,20,21,21,18,14,21,23,19,18,19,18
2014/04/03,淡水,SO2,2.4,2.4,3.3,2.2,2,1.7,1.6,1.7,1.8,1.9,2.6,3.2,2,2,1.9,2,2.1,1.8,2,2,1.7,1.8,1.9,1.8
2014/04/03,淡水,UVB,0,0,0,0,0,0,0.1,0.5,0.9,0.8,2.2,2,1,0.8,1.2,0.2,0.1,0,0,0,0,0,0,0
2014/04/04,淡水,CO,0.24,0.24,0.19,0.19,0.2,0.25,0.28,0.27,0.28,0.29,0.3,0.36,0.35,0.36,0.33,0.31,0.29,0.31,0.47,0.64,0.38,0.3,0.29,0.38
2014/04/04,淡水,NO,1,0.8,0.8,0.7,0.9,1,0.8,0.9,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.2,1,0.9,1.2,2.2,1.2,0.9,0.9,0.8
2014/04/04,淡水,NO2,4.6,4.8,2.8,1.9,2.6,3.7,7.6,5.9,6.3,4.4,4.9,4.8,5,5.1,5.3,6,6,8.1,14,23,7.6,4.4,5.3,9.1
2014/04/04,淡水,NOx,5.6,5.6,3.6,2.6,3.5,4.6,8.5,6.8,7.5,5.5,6.1,6,6.2,6.2,6.3,7.2,7,9,15,25,8.8,5.3,6.2,10
2014/04/04,淡水,O3,51,46,53,53,58,57,51,59,61,62,62,67,68,68,66,65,64,59,44,28,60,66,64,55
2014/04/04,淡水,PM10,29,28,34,35,37,45,50,55,53,57,70,82,88,84,79,75,72,68,67,72,79,83,72,68
2014/04/04,淡水,PM2.5,17,18,16,18,20,21,24,26,22,25,33,40,46,49,46,40,36,34,33,33,39,41,33,31
2014/04/04,淡水,SO2,1.7,1.6,1.6,1.8,1.9,2.1,2.3,2.4,2.4,2.7,2.9,3.7,3.7,3.8,3.8,3.7,3.3,3.2,3,2.6,4,4.7,6.2,4.6
2014/04/04,淡水,UVB,0,0,0,0,0,0,0.1,0.5,1.5,3.8,4.4,5.3,5.5,5.3,3.6,1.6,0.6,0.1,0,0,0,0,0,0
2014/04/05,淡水,CO,0.48,0.33,0.34,0.31,0.31,0.34,0.44,0.54,0.32,0.29,0.29,0.29,0.28,0.28,0.33,0.43,0.41,0.53,0.6,0.74,0.51,0.57,0.57,0.58
2014/04/05,淡水,NO,1.1,1.2,1.1,0.8,0.6,0.9,1,4,1.6,0.6,0.7,1.1,1.3,1.4,1.4,1.2,1,1.1,0.8,0.9,1,0.9,0.6,0.8
2014/04/05,淡水,NO2,13,9.1,8.5,8.2,6.5,9.4,14,24,6.6,5,5.9,8.2,9.2,11,8.6,11,8.8,16,18,26,20,20,21,21
2014/04/05,淡水,NOx,14,10,9.7,9,7.1,10,15,28,8.2,5.6,6.6,9.3,10,13,9.9,12,9.8,17,19,27,21,21,22,21
2014/04/05,淡水,O3,41,41,42,39,41,40,34,29,57,59,63,65,72,69,69,66,65,56,44,29,34,31,31,32
2014/04/05,淡水,PM10,68,57,56,55,49,51,55,59,61,62,64,64,71,71,64,65,67,66,70,70,62,59,56,56
2014/04/05,淡水,PM2.5,35,34,29,27,28,32,29,26,29,29,26,24,28,29,27,33,37,38,40,41,35,32,32,32
2014/04/05,淡水,SO2,2.7,2.5,4.2,2.4,2.8,3.3,3.9,4.1,4.4,3.2,3,5.2,5,3.8,3.1,2.7,2.6,2.7,2.7,3,2.5,2.5,2.5,2.6
2014/04/05,淡水,UVB,0,0,0,0,0,0,0.2,0.9,2.3,4.1,5.9,6.9,6.8,5.7,3.9,2.1,0.8,0.1,0,0,0,0,0,0
2014/04/06,淡水,CO,0.54,0.48,0.45,0.4,0.24,0.2,0.23,0.25,0.27,0.26,0.28,0.3,0.29,0.29,0.27,0.26,0.27,0.27,0.26,0.27,0.26,0.26,0.25,0.25
2014/04/06,淡水,NO,1.1,0.5,0.8,1,0.6,0.6,0.4,0.6,0.5,0.7,0.8,0.9,0.7,0.8,1,1,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.6
2014/04/06,淡水,NO2,18,15,12,7.3,4.7,2.1,3.5,4.4,4.8,3.8,4.2,5,4.4,4.4,4.4,4.6,4.6,4.8,4.8,4.4,4.4,4.4,4.2,3.5
2014/04/06,淡水,NOx,19,15,13,8.3,5.3,2.7,4,5,5.3,4.5,5,5.9,5.2,5.2,5.3,5.6,5.4,5.5,5.5,5,5,5,4.8,4.1
2014/04/06,淡水,O3,35,38,37,40,54,65,64,71,69,68,70,71,71,69,67,65,66,65,66,66,67,66,65,65
2014/04/06,淡水,PM10,56,56,55,56,56,53,50,54,57,60,68,72,75,78,81,82,78,68,64,65,62,59,49,39
2014/04/06,淡水,PM2.5,33,32,33,36,33,25,22,26,28,32,33,36,38,35,35,33,32,32,31,29,27,24,24,26
2014/04/06,淡水,SO2,2,2,2.1,2.1,2.1,2.2,2.8,3.1,2.7,2.7,2.6,2.5,2.5,2.3,2.1,1.9,1.9,2.1,2.1,2.2,2.4,2.6,2,1.7
2014/04/06,淡水,UVB,0,0,0,0,0,0,0.1,0.7,2.1,3.9,5.3,6.2,5.2,3.8,2.8,1.6,0.5,0.1,0,0,0,0,0,0
2014/04/07,淡水,CO,0.26,0.26,0.26,0.26,0.28,0.29,0.3,0.38,0.55,0.55,0.52,0.46#,0.46,0.5,0.35,0.39,0.44,0.53,0.88,1.17,0.89,0.71,0.81,0.6
2014/04/07,淡水,NO,0.5,0.5,0.6,0.7,0.9,0.9,1,0.9,1.4,1.9,1.9,2.5#,3.5,2.5,1.6,2.1,2.1,2,8.6,13,4.8,2.1,3.6,1.3
2014/04/07,淡水,NO2,3.2,3,3,2.9,2.8,4,4.4,9,20,20,19,23#,23,22,16,25,28,35,36,43,35,25,25,18
2014/04/07,淡水,NOx,3.8,3.5,3.6,3.6,3.7,4.9,5.4,9.8,21,22,21,25#,26,25,18,27,30,37,45,56,40,27,28,19
2014/04/07,淡水,O3,67,68,66,65,62,54,63,55,42,38,38,37#,43,46,51,42,28,23,15,4,12,17,15,16
2014/04/07,淡水,PM10,38,29,22,24,22,21,26,31,39,42,38,,40,46,51,45,44,51,60,68,66,56,46,42
2014/04/07,淡水,PM2.5,25,20,16,17,15,15,16,20,26,26,24,,30,33,33,26,26,33,36,40,40,31,24,23
2014/04/07,淡水,SO2,1.2,1.4,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.6,1.7,4.5#,4.2,4.4,6.2,3.2,1.6,2,2.7,2.3,1.7,1.4,1.3,1.2
2014/04/07,淡水,UVB,0,0,0,0,0,0,0,0.2,0.6,1.1,1.5,2.1,2.8,1,0.7,0.7,0.2,0,0,0,0,0,0,0
2014/04/08,淡水,CO,0.56,0.43,0.46,0.37,0.3,0.27,0.36,0.57,0.45,0.53,0.48,0.28,0.29,0.28,0.29,0.28,0.3,0.32,0.65,0.8,0.65,0.78,0.8,0.81
2014/04/08,淡水,NO,1.6,1,0.9,1.2,1,1,0.9,3.2,2.6,3.1,3.7,1.6,1.7,1.5,1.2,1.3,1.1,0.9,1,1.3,1.3,1.4,6.6,5.3
2014/04/08,淡水,NO2,16,11,13,9,8.8,8.3,10,21,13,15,15,6.4,6.4,6.3,6.8,6.7,7.3,13,32,38,29,30,27,25
2014/04/08,淡水,NOx,18,12,14,10,9.9,9.4,11,24,16,18,19,8,8.1,7.8,8,8,8.4,13,32,39,30,32,33,30
2014/04/08,淡水,O3,13,18,23,20,25,34,24,18,31,33,42,49,50,54,59,54,52,45,22,13,19,15,13,6.5
2014/04/08,淡水,PM10,39,39,44,46,44,45,46,50,53,51,50,49,48,48,43,35,32,40,55,60,57,55,54,51
2014/04/08,淡水,PM2.5,22,20,25,29,29,25,25,32,33,33,34,31,26,26,24,22,20,20,32,40,35,33,34,31
2014/04/08,淡水,SO2,1,1,1.1,1,1.2,1.2,1.3,1.6,1.6,2.5,2.4,1.6,1.6,1.7,1.9,1.5,1.6,1.7,3.5,3,2.9,3.4,2.5,1.9
2014/04/08,淡水,UVB,0,0,0,0,0,0,0.1,0.5,1.9,3.6,6.4,7.8,7.2,6.8,4.7,2.5,1,0.2,0,0,0,0,0,0
2014/04/09,淡水,CO,0.6,0.74,0.39,0.4,0.33,0.28,0.32,0.47,0.35,0.29,0.27,0.26,0.26,0.26,0.27,0.27,0.29,0.4,0.63,0.78,0.68,0.7,0.63,0.5
2014/04/09,淡水,NO,1.8,3.2,0.8,1.2,0.9,0.8,1.2,2.7,1.8,1.4,1.5,1.4,1.3,1.2,1.2,1.4,1.4,1.4,1.6,2.6,4.1,4.2,2.5,1.7
2014/04/09,淡水,NO2,17,23,9.6,8.4,6.6,5.7,8.2,14,8.2,5.8,5.5,4.4,4,3.8,4.1,4.2,4.9,8.5,18,24,21,20,15,11
2014/04/09,淡水,NOx,19,26,10,9.5,7.4,6.6,9.4,17,10,7.2,6.9,5.8,5.4,4.9,5.3,5.6,6.3,9.9,20,27,25,24,18,13
2014/04/09,淡水,O3,10,5.9,24,21,28,39,36,32,43,43,44,47,50,50,50,50,50,47,33,17,15,12,15,22
2014/04/09,淡水,PM10,48,51,51,42,42,50,50,46,48,46,46,45,38,38,35,32,32,29,29,38,43,35,31,28
2014/04/09,淡水,PM2.5,28,32,32,27,29,33,30,29,26,25,25,25,22,15,16,17,16,14,14,19,20,17,16,13
2014/04/09,淡水,SO2,1.7,2.8,2.1,1.8,1.5,1.4,1.5,1.7,1.5,1.4,1.5,1.6,1.4,1.5,1.6,1.5,1.5,1.6,1.7,1.9,1.8,1.8,1.7,1.7
2014/04/09,淡水,UVB,0,0,0,0,0,0,0.2,0.4,1.5,2.7,3.8,6.3,6.5,5.3,4,2.2,0.9,0.2,0,0,0,0,0,0
2014/04/10,淡水,CO,0.44,0.37,0.34,0.35,0.33,0.39,0.66,0.57,0.36,0.35,0.26,0.24,0.25,0.25,0.25,0.25,0.28,0.32,0.31,0.29,0.24,0.23,0.22,0.21
2014/04/10,淡水,NO,1.1,0.9,0.8,1.1,1,1.3,12,5.2,2,5.2,4.6,0.8,0.9,1,0.7,0.8,0.7,0.9,0.7,0.6,0.6,0.9,0.9,0.7
