Season,Dummy,DateStation,Item,Day00,Day01,Day02,Day03,Day04,Day05,Day06,Day07,Day08,Day09,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23
Spring,1000,2014/03/05Tamshui,PM10,20.0,21.0,21.0,26.0,34.0,39.0,35.0,29.0,24.0,28.0,33.0,37.0,39.0,37.0,34.0,37.0,39.0,39.0,39.0,32.0,31.0,37.0,33.0,29.0
Spring,1000,2014/03/08Tamshui,PM10,15.0,16.0,13.0,13.0,18.0,17.0,16.0,17.0,17.0,18.0,20.0,17.0,20.0,20.0,13.0,13.0,15.0,15.0,16.0,17.0,18.0,18.0,17.0,16.0
Spring,1000,2014/03/09Tamshui,PM10,16.0,18.0,12.0,15.0,21.0,18.0,20.0,23.0,26.0,26.0,24.0,26.0,24.0,28.0,32.0,35.0,38.0,39.0,40.0,40.0,43.0,48.0,51.0,51.0
Spring,1000,2014/03/10Tamshui,PM10,49.0,45.0,43.0,51.0,62.0,65.0,70.0,70.0,70.0,73.0,68.0,67.0,68.0,66.0,55.0,50.0,48.0,44.0,42.0,49.0,56.0,51.0,51.0,53.0
Spring,1000,2014/03/12Tamshui,PM10,84.0,105.0,92.0,87.0,94.0,101.0,104.0,105.0,98.0,89.0,94.0,104.0,103.0,92.0,90.0,90.0,82.0,78.0,76.0,56.0,38.0,40.0,46.0,46.0
Spring,1000,2014/03/13Tamshui,PM10,48.0,50.0,65.0,71.0,64.0,65.0,61.0,48.0,33.0,24.0,23.0,27.0,32.0,37.0,53.0,79.0,103.0,106.0,106.0,108.0,105.0,103.0,99.0,94.0
Spring,1000,2014/03/14Tamshui,PM10,94.0,100.0,101.0,97.0,92.0,86.0,87.0,87.0,90.0,97.0,94.0,93.0,93.0,89.0,87.0,84.0,83.0,75.0,60.0,54.0,53.0,48.0,45.0,46.0
Spring,1000,2014/03/15Tamshui,PM10,49.0,48.0,43.0,44.0,46.0,44.0,43.0,43.0,46.0,49.0,45.0,44.0,49.0,50.0,54.0,56.0,54.0,50.0,45.0,45.0,50.0,51.0,53.0,55.0
Spring,1000,2014/03/16Tamshui,PM10,56.0,61.0,59.0,54.0,53.0,57.0,59.0,56.0,57.0,78.0,95.0,92.0,98.0,99.0,99.0,99.0,92.0,93.0,92.0,90.0,95.0,98.0,103.0,111.0
Spring,1000,2014/03/17Tamshui,PM10,115.0,109.0,95.0,77.0,68.0,92.0,105.0,94.0,89.0,100.0,117.0,104.0,83.0,76.0,70.0,64.0,55.0,56.0,60.0,66.0,76.0,88.0,99.0,103.0
Spring,1000,2014/03/19Tamshui,PM10,77.0,78.0,72.0,64.0,62.0,62.0,59.0,61.0,66.0,88.0,109.0,108.0,130.0,126.0,98.0,84.0,76.0,73.0,71.0,81.0,94.0,87.0,75.0,78.0
Spring,1000,2014/03/20Tamshui,PM10,92.0,97.0,93.0,81.0,73.0,61.0,32.0,23.0,28.0,34.0,33.0,32.0,43.0,56.0,66.0,75.0,73.0,67.0,73.0,89.0,104.0,106.0,95.0,86.0
Spring,1000,2014/03/23Tamshui,PM10,24.0,24.0,22.0,21.0,22.0,18.0,17.0,22.0,23.0,26.0,31.0,26.0,21.0,23.0,23.0,23.0,22.0,22.0,20.0,17.0,20.0,20.0,20.0,21.0
Spring,1000,2014/03/25Tamshui,PM10,23.0,23.0,24.0,23.0,24.0,32.0,34.0,38.0,44.0,67.0,89.0,90.0,82.0,76.0,79.0,79.0,78.0,87.0,84.0,79.0,82.0,82.0,78.0,67.0
Spring,1000,2014/03/26Tamshui,PM10,68.0,70.0,61.0,59.0,61.0,61.0,66.0,67.0,103.0,108.0,71.0,60.0,49.0,42.0,35.0,31.0,34.0,42.0,49.0,62.0,64.0,57.0,50.0,40.0
Spring,1000,2014/03/27Tamshui,PM10,34.0,33.0,39.0,49.0,57.0,57.0,53.0,56.0,55.0,48.0,40.0,38.0,49.0,60.0,70.0,56.0,35.0,26.0,26.0,37.0,32.0,29.0,26.0,18.0
Spring,1000,2014/03/28Tamshui,PM10,17.0,11.0,10.0,10.0,9.0,9.0,12.0,17.0,33.0,71.0,92.0,93.0,98.0,94.0,88.0,105.0,108.0,93.0,98.0,98.0,87.0,79.0,81.0,90.0
Spring,1000,2014/03/29Tamshui,PM10,92.0,78.0,59.0,55.0,61.0,71.0,79.0,75.0,70.0,72.0,84.0,94.0,88.0,73.0,67.0,77.0,68.0,50.0,42.0,35.0,31.0,26.0,32.0,38.0
Spring,1000,2014/03/30Tamshui,PM10,38.0,33.0,32.0,31.0,34.0,33.0,26.0,28.0,40.0,45.0,50.0,66.0,89.0,103.0,108.0,117.0,126.0,126.0,126.0,126.0,126.0,131.0,130.0,123.0
Spring,1000,2014/03/31Tamshui,PM10,121.0,119.0,114.0,111.0,90.0,65.0,54.0,50.0,50.0,53.0,57.0,56.0,55.0,59.0,55.0,60.0,66.0,73.0,78.0,71.0,65.0,65.0,64.0,54.0
Spring,1000,2014/04/01Tamshui,PM10,32.0,18.0,20.0,12.0,11.0,20.0,26.0,28.0,27.0,26.0,32.0,34.0,32.0,31.0,32.0,32.0,33.0,35.0,32.0,31.0,27.0,23.0,27.0,28.0
Spring,1000,2014/04/03Tamshui,PM10,55.0,53.0,53.0,49.0,40.0,35.0,31.0,31.0,38.0,39.0,45.0,64.0,56.0,39.0,39.0,39.0,29.0,22.0,28.0,34.0,32.0,28.0,31.0,33.0
Spring,1000,2014/04/04Tamshui,PM10,29.0,28.0,34.0,35.0,37.0,45.0,50.0,55.0,53.0,57.0,70.0,82.0,88.0,84.0,79.0,75.0,72.0,68.0,67.0,72.0,79.0,83.0,72.0,68.0
Spring,1000,2014/04/05Tamshui,PM10,68.0,57.0,56.0,55.0,49.0,51.0,55.0,59.0,61.0,62.0,64.0,64.0,71.0,71.0,64.0,65.0,67.0,66.0,70.0,70.0,62.0,59.0,56.0,56.0
Spring,1000,2014/04/06Tamshui,PM10,56.0,56.0,55.0,56.0,56.0,53.0,50.0,54.0,57.0,60.0,68.0,72.0,75.0,78.0,81.0,82.0,78.0,68.0,64.0,65.0,62.0,59.0,49.0,39.0
Spring,1000,2014/04/08Tamshui,PM10,39.0,39.0,44.0,46.0,44.0,45.0,46.0,50.0,53.0,51.0,50.0,49.0,48.0,48.0,43.0,35.0,32.0,40.0,55.0,60.0,57.0,55.0,54.0,51.0
Spring,1000,2014/04/09Tamshui,PM10,48.0,51.0,51.0,42.0,42.0,50.0,50.0,46.0,48.0,46.0,46.0,45.0,38.0,38.0,35.0,32.0,32.0,29.0,29.0,38.0,43.0,35.0,31.0,28.0
Spring,1000,2014/04/10Tamshui,PM10,26.0,27.0,28.0,31.0,27.0,24.0,38.0,40.0,37.0,38.0,37.0,37.0,34.0,33.0,28.0,28.0,38.0,40.0,34.0,33.0,32.0,29.0,28.0,23.0
Spring,1000,2014/04/11Tamshui,PM10,20.0,20.0,23.0,22.0,21.0,23.0,27.0,43.0,62.0,64.0,54.0,48.0,48.0,46.0,51.0,61.0,64.0,59.0,65.0,68.0,64.0,68.0,76.0,73.0
Spring,1000,2014/04/12Tamshui,PM10,62.0,53.0,55.0,60.0,59.0,57.0,72.0,94.0,100.0,95.0,93.0,95.0,95.0,78.0,51.0,42.0,49.0,46.0,43.0,44.0,46.0,56.0,62.0,64.0
Spring,1000,2014/04/13Tamshui,PM10,66.0,62.0,65.0,66.0,64.0,65.0,66.0,70.0,66.0,61.0,55.0,57.0,59.0,50.0,40.0,34.0,46.0,49.0,50.0,57.0,56.0,45.0,32.0,31.0
Spring,1000,2014/04/15Tamshui,PM10,46.0,40.0,38.0,42.0,42.0,42.0,40.0,45.0,51.0,49.0,49.0,49.0,45.0,50.0,49.0,42.0,39.0,40.0,39.0,34.0,31.0,29.0,31.0,32.0
Spring,1000,2014/04/16Tamshui,PM10,31.0,29.0,34.0,35.0,33.0,37.0,59.0,78.0,83.0,92.0,84.0,73.0,75.0,73.0,72.0,67.0,66.0,68.0,70.0,66.0,57.0,61.0,71.0,70.0
Spring,1000,2014/04/17Tamshui,PM10,67.0,65.0,62.0,51.0,45.0,54.0,56.0,55.0,62.0,64.0,59.0,50.0,43.0,44.0,43.0,44.0,45.0,44.0,46.0,48.0,40.0,43.0,51.0,51.0
Spring,1000,2014/04/18Tamshui,PM10,54.0,55.0,53.0,49.0,44.0,40.0,45.0,45.0,50.0,59.0,60.0,61.0,57.0,49.0,40.0,38.0,43.0,50.0,48.0,42.0,43.0,48.0,48.0,53.0
Spring,1000,2014/04/19Tamshui,PM10,53.0,46.0,42.0,45.0,62.0,68.0,71.0,81.0,87.0,84.0,78.0,82.0,87.0,75.0,59.0,53.0,53.0,56.0,66.0,73.0,62.0,51.0,54.0,50.0
Spring,1000,2014/04/20Tamshui,PM10,46.0,45.0,46.0,44.0,38.0,32.0,34.0,42.0,39.0,49.0,53.0,37.0,22.0,23.0,29.0,32.0,29.0,22.0,20.0,17.0,13.0,15.0,22.0,22.0
Spring,1000,2014/04/22Tamshui,PM10,43.0,45.0,51.0,53.0,61.0,65.0,60.0,67.0,75.0,55.0,34.0,28.0,22.0,18.0,16.0,15.0,12.0,11.0,13.0,21.0,26.0,27.0,26.0,27.0
Spring,1000,2014/04/23Tamshui,PM10,26.0,27.0,29.0,28.0,35.0,49.0,60.0,65.0,62.0,56.0,61.0,64.0,55.0,50.0,54.0,55.0,55.0,56.0,54.0,53.0,54.0,50.0,39.0,27.0
Spring,1000,2014/04/24Tamshui,PM10,22.0,18.0,18.0,20.0,17.0,17.0,16.0,17.0,17.0,16.0,21.0,26.0,29.0,35.0,40.0,40.0,35.0,29.0,29.0,32.0,34.0,33.0,31.0,28.0
Spring,1000,2014/04/25Tamshui,PM10,23.0,21.0,18.0,21.0,23.0,27.0,34.0,32.0,26.0,27.0,27.0,17.0,18.0,32.0,43.0,40.0,26.0,23.0,23.0,26.0,23.0,18.0,16.0,15.0
Spring,1000,2014/04/26Tamshui,PM10,16.0,16.0,20.0,22.0,15.0,12.0,13.0,13.0,17.0,21.0,23.0,26.0,23.0,21.0,27.0,38.0,51.0,45.0,27.0,26.0,31.0,35.0,31.0,27.0
Spring,1000,2014/04/27Tamshui,PM10,29.0,27.0,23.0,27.0,29.0,26.0,27.0,28.0,33.0,38.0,44.0,44.0,40.0,33.0,27.0,26.0,27.0,29.0,31.0,29.0,34.0,39.0,35.0,32.0
Spring,1000,2014/04/28Tamshui,PM10,35.0,40.0,40.0,35.0,38.0,43.0,40.0,45.0,51.0,43.0,44.0,50.0,53.0,51.0,50.0,46.0,45.0,49.0,51.0,51.0,53.0,53.0,51.0,50.0
Spring,1000,2014/04/30Tamshui,PM10,45.0,43.0,44.0,45.0,44.0,45.0,49.0,49.0,46.0,44.0,44.0,45.0,44.0,43.0,45.0,39.0,28.0,24.0,29.0,33.0,31.0,24.0,22.0,20.0
Spring,1000,2014/05/01Tamshui,PM10,24.0,32.0,34.0,33.0,29.0,31.0,35.0,35.0,31.0,32.0,37.0,39.0,34.0,28.0,28.0,39.0,38.0,32.0,31.0,29.0,26.0,21.0,20.0,26.0
Spring,1000,2014/05/02Tamshui,PM10,27.0,28.0,37.0,32.0,26.0,24.0,29.0,43.0,51.0,51.0,45.0,44.0,38.0,27.0,24.0,23.0,20.0,22.0,22.0,17.0,17.0,18.0,21.0,20.0
Spring,1000,2014/05/03Tamshui,PM10,17.0,18.0,17.0,21.0,26.0,32.0,39.0,40.0,35.0,42.0,48.0,45.0,43.0,43.0,45.0,42.0,40.0,39.0,39.0,40.0,43.0,42.0,34.0,33.0
Spring,1000,2014/05/04Tamshui,PM10,38.0,39.0,40.0,45.0,51.0,50.0,45.0,45.0,45.0,40.0,42.0,43.0,35.0,33.0,31.0,35.0,44.0,44.0,46.0,50.0,53.0,50.0,51.0,53.0
Spring,1000,2014/05/06Tamshui,PM10,42.0,43.0,42.0,39.0,39.0,38.0,33.0,31.0,28.0,28.0,27.0,26.0,26.0,23.0,20.0,18.0,20.0,20.0,21.0,21.0,24.0,29.0,27.0,23.0
Spring,1000,2014/05/07Tamshui,PM10,21.0,22.0,21.0,17.0,21.0,28.0,29.0,33.0,38.0,40.0,40.0,38.0,39.0,42.0,32.0,23.0,28.0,33.0,37.0,37.0,32.0,37.0,46.0,44.0
Spring,1000,2014/05/08Tamshui,PM10,42.0,50.0,53.0,45.0,39.0,44.0,43.0,38.0,45.0,46.0,33.0,28.0,28.0,21.0,22.0,22.0,27.0,34.0,35.0,34.0,34.0,32.0,26.0,26.0
Spring,1000,2014/05/09Tamshui,PM10,24.0,21.0,22.0,21.0,40.0,49.0,32.0,27.0,31.0,34.0,31.0,22.0,23.0,27.0,29.0,29.0,34.0,35.0,32.0,42.0,51.0,54.0,56.0,50.0
Spring,1000,2014/05/10Tamshui,PM10,43.0,44.0,46.0,49.0,48.0,40.0,44.0,64.0,78.0,68.0,51.0,49.0,51.0,42.0,34.0,35.0,37.0,38.0,38.0,43.0,51.0,57.0,60.0,57.0
Spring,1000,2014/05/11Tamshui,PM10,57.0,59.0,54.0,43.0,43.0,44.0,44.0,46.0,42.0,43.0,38.0,35.0,53.0,54.0,43.0,45.0,46.0,46.0,43.0,37.0,37.0,42.0,45.0,44.0
Spring,1000,2014/05/12Tamshui,PM10,45.0,48.0,46.0,45.0,40.0,39.0,42.0,38.0,38.0,39.0,33.0,29.0,33.0,33.0,26.0,21.0,23.0,29.0,33.0,33.0,28.0,27.0,31.0,32.0
Spring,1000,2014/05/13Tamshui,PM10,32.0,28.0,27.0,27.0,28.0,27.0,24.0,27.0,26.0,23.0,26.0,24.0,22.0,22.0,23.0,26.0,32.0,34.0,34.0,38.0,42.0,44.0,44.0,43.0
Spring,1000,2014/05/15Tamshui,PM10,18.0,21.0,18.0,16.0,20.0,17.0,17.0,18.0,17.0,21.0,32.0,33.0,22.0,22.0,23.0,26.0,21.0,18.0,32.0,39.0,46.0,55.0,65.0,65.0
Spring,1000,2014/05/16Tamshui,PM10,76.0,97.0,99.0,100.0,97.0,89.0,87.0,89.0,94.0,93.0,81.0,86.0,92.0,86.0,83.0,76.0,62.0,53.0,48.0,39.0,38.0,37.0,35.0,43.0
Spring,1000,2014/05/17Tamshui,PM10,46.0,46.0,44.0,46.0,51.0,50.0,45.0,45.0,49.0,60.0,68.0,68.0,71.0,73.0,71.0,67.0,59.0,44.0,45.0,49.0,53.0,57.0,55.0,48.0
Spring,1000,2014/05/18Tamshui,PM10,39.0,35.0,40.0,42.0,35.0,28.0,29.0,35.0,31.0,22.0,24.0,39.0,50.0,53.0,35.0,15.0,16.0,16.0,18.0,22.0,23.0,26.0,27.0,27.0
Spring,1000,2014/05/19Tamshui,PM10,27.0,24.0,23.0,28.0,31.0,26.0,28.0,35.0,38.0,37.0,38.0,42.0,29.0,21.0,18.0,22.0,29.0,28.0,27.0,22.0,26.0,35.0,34.0,32.0
Spring,1000,2014/05/20Tamshui,PM10,33.0,38.0,42.0,39.0,33.0,32.0,33.0,31.0,27.0,23.0,23.0,24.0,22.0,21.0,17.0,15.0,22.0,27.0,35.0,40.0,34.0,24.0,20.0,31.0
Spring,1000,2014/05/21Tamshui,PM10,42.0,40.0,40.0,45.0,46.0,45.0,43.0,42.0,45.0,50.0,50.0,49.0,45.0,43.0,38.0,29.0,31.0,35.0,33.0,32.0,29.0,26.0,24.0,29.0
Spring,1000,2014/05/23Tamshui,PM10,22.0,20.0,22.0,17.0,13.0,17.0,23.0,27.0,35.0,40.0,32.0,20.0,9.0,7.0,17.0,20.0,16.0,18.0,24.0,24.0,24.0,24.0,27.0,31.0
Spring,1000,2014/05/24Tamshui,PM10,21.0,10.0,11.0,15.0,13.0,13.0,18.0,20.0,21.0,23.0,21.0,28.0,42.0,46.0,48.0,43.0,42.0,49.0,55.0,49.0,32.0,21.0,21.0,17.0
Spring,1000,2014/05/25Tamshui,PM10,16.0,18.0,22.0,24.0,23.0,26.0,27.0,27.0,35.0,40.0,35.0,35.0,39.0,46.0,49.0,37.0,28.0,38.0,43.0,39.0,38.0,38.0,32.0,29.0
Spring,1000,2014/05/26Tamshui,PM10,33.0,38.0,37.0,33.0,29.0,28.0,32.0,33.0,27.0,21.0,21.0,23.0,33.0,42.0,45.0,45.0,35.0,29.0,31.0,35.0,35.0,33.0,35.0,34.0
Spring,1000,2014/05/28Tamshui,PM10,71.0,65.0,60.0,61.0,65.0,65.0,68.0,67.0,64.0,62.0,64.0,66.0,61.0,59.0,55.0,51.0,55.0,59.0,61.0,64.0,68.0,81.0,79.0,64.0
Spring,1000,2014/05/29Tamshui,PM10,51.0,43.0,38.0,40.0,43.0,40.0,35.0,37.0,28.0,18.0,20.0,20.0,26.0,28.0,28.0,34.0,32.0,28.0,37.0,40.0,32.0,33.0,39.0,42.0
Spring,1000,2014/05/30Tamshui,PM10,44.0,44.0,40.0,39.0,35.0,32.0,35.0,42.0,45.0,49.0,50.0,45.0,43.0,42.0,40.0,33.0,26.0,27.0,28.0,35.0,42.0,39.0,38.0,38.0
Spring,1000,2014/05/31Tamshui,PM10,38.0,35.0,35.0,34.0,32.0,35.0,39.0,39.0,42.0,45.0,46.0,45.0,45.0,48.0,46.0,44.0,48.0,49.0,53.0,56.0,53.0,48.0,51.0,60.0
Summer,1000,2014/06/01Tamshui,PM10,55.0,51.0,60.0,60.0,53.0,54.0,54.0,43.0,39.0,33.0,21.0,26.0,43.0,44.0,37.0,35.0,31.0,33.0,34.0,34.0,33.0,35.0,40.0,39.0
Summer,1000,2014/06/02Tamshui,PM10,39.0,35.0,38.0,46.0,44.0,35.0,34.0,32.0,28.0,29.0,31.0,28.0,24.0,29.0,29.0,27.0,24.0,20.0,20.0,24.0,26.0,28.0,33.0,26.0
Summer,1000,2014/06/03Tamshui,PM10,20.0,18.0,18.0,17.0,23.0,24.0,23.0,29.0,32.0,31.0,27.0,28.0,28.0,26.0,33.0,45.0,48.0,46.0,44.0,38.0,34.0,39.0,44.0,45.0
Summer,1000,2014/06/05Tamshui,PM10,34.0,38.0,43.0,42.0,39.0,42.0,46.0,48.0,40.0,39.0,44.0,49.0,50.0,46.0,37.0,34.0,43.0,49.0,53.0,50.0,45.0,46.0,48.0,37.0
Summer,1000,2014/06/06Tamshui,PM10,21.0,17.0,12.0,9.0,18.0,32.0,35.0,34.0,38.0,51.0,54.0,38.0,24.0,18.0,20.0,22.0,24.0,22.0,43.0,65.0,67.0,67.0,65.0,60.0
Summer,1000,2014/06/07Tamshui,PM10,55.0,44.0,29.0,31.0,31.0,34.0,40.0,43.0,48.0,39.0,24.0,22.0,22.0,17.0,21.0,24.0,24.0,27.0,31.0,28.0,28.0,27.0,21.0,22.0
Summer,1000,2014/06/08Tamshui,PM10,28.0,26.0,26.0,24.0,23.0,23.0,18.0,11.0,7.0,13.0,16.0,13.0,10.0,11.0,15.0,17.0,23.0,26.0,24.0,24.0,22.0,24.0,26.0,26.0
Summer,1000,2014/06/09Tamshui,PM10,26.0,27.0,29.0,22.0,13.0,13.0,13.0,17.0,20.0,16.0,9.0,10.0,15.0,15.0,15.0,16.0,13.0,12.0,15.0,15.0,15.0,16.0,16.0,16.0
Summer,1000,2014/06/10Tamshui,PM10,16.0,13.0,10.0,11.0,13.0,10.0,5.0,10.0,16.0,15.0,10.0,9.0,15.0,16.0,13.0,12.0,11.0,13.0,15.0,15.0,12.0,15.0,13.0,7.0
Summer,1000,2014/06/12Tamshui,PM10,32.0,33.0,33.0,38.0,39.0,38.0,37.0,35.0,35.0,37.0,34.0,29.0,29.0,29.0,28.0,33.0,33.0,33.0,38.0,40.0,34.0,28.0,29.0,31.0
Summer,1000,2014/06/13Tamshui,PM10,35.0,39.0,37.0,34.0,32.0,29.0,33.0,38.0,43.0,48.0,55.0,67.0,68.0,71.0,72.0,72.0,68.0,64.0,67.0,70.0,68.0,65.0,61.0,59.0
Summer,1000,2014/06/14Tamshui,PM10,57.0,49.0,35.0,24.0,23.0,23.0,18.0,22.0,22.0,22.0,29.0,38.0,37.0,46.0,61.0,57.0,57.0,62.0,66.0,61.0,51.0,51.0,49.0,53.0
Summer,1000,2014/06/15Tamshui,PM10,56.0,54.0,53.0,53.0,53.0,48.0,43.0,39.0,40.0,43.0,50.0,56.0,61.0,64.0,54.0,44.0,37.0,37.0,40.0,38.0,35.0,40.0,42.0,43.0
Summer,1000,2014/06/16Tamshui,PM10,42.0,37.0,34.0,37.0,34.0,33.0,33.0,35.0,38.0,31.0,22.0,23.0,24.0,26.0,34.0,43.0,48.0,51.0,53.0,56.0,57.0,44.0,37.0,42.0
Summer,1000,2014/06/17Tamshui,PM10,44.0,43.0,42.0,39.0,38.0,43.0,39.0,33.0,28.0,22.0,24.0,33.0,45.0,48.0,46.0,62.0,57.0,39.0,35.0,28.0,29.0,33.0,31.0,31.0
Summer,1000,2014/06/21Tamshui,PM10,38.0,39.0,42.0,44.0,43.0,42.0,43.0,48.0,45.0,45.0,46.0,37.0,35.0,37.0,34.0,34.0,31.0,26.0,27.0,33.0,34.0,35.0,39.0,46.0
Summer,1000,2014/06/22Tamshui,PM10,48.0,44.0,39.0,40.0,43.0,43.0,43.0,48.0,46.0,38.0,37.0,43.0,54.0,56.0,43.0,32.0,28.0,26.0,26.0,29.0,34.0,38.0,38.0,39.0
Summer,1000,2014/06/23Tamshui,PM10,42.0,39.0,40.0,43.0,43.0,42.0,39.0,29.0,24.0,29.0,40.0,40.0,33.0,29.0,28.0,33.0,34.0,33.0,33.0,31.0,22.0,15.0,13.0,18.0
Summer,1000,2014/06/25Tamshui,PM10,31.0,33.0,39.0,35.0,31.0,29.0,29.0,32.0,37.0,40.0,37.0,35.0,33.0,28.0,29.0,32.0,38.0,37.0,33.0,35.0,37.0,38.0,38.0,40.0
Summer,1000,2014/06/26Tamshui,PM10,40.0,34.0,35.0,37.0,35.0,34.0,29.0,29.0,39.0,38.0,33.0,33.0,39.0,49.0,53.0,49.0,45.0,42.0,40.0,48.0,49.0,48.0,49.0,45.0
Summer,1000,2014/06/27Tamshui,PM10,46.0,49.0,48.0,48.0,49.0,49.0,45.0,42.0,43.0,45.0,49.0,50.0,48.0,45.0,42.0,37.0,38.0,37.0,32.0,37.0,46.0,48.0,40.0,40.0
Summer,1000,2014/06/28Tamshui,PM10,44.0,46.0,46.0,46.0,49.0,50.0,53.0,57.0,60.0,57.0,48.0,49.0,45.0,35.0,33.0,32.0,39.0,43.0,43.0,45.0,46.0,45.0,39.0,44.0
Summer,1000,2014/06/29Tamshui,PM10,45.0,42.0,45.0,44.0,40.0,42.0,43.0,45.0,43.0,48.0,53.0,44.0,42.0,34.0,27.0,32.0,29.0,29.0,29.0,32.0,40.0,38.0,29.0,24.0
Summer,1000,2014/06/30Tamshui,PM10,23.0,22.0,23.0,18.0,18.0,23.0,21.0,20.0,27.0,35.0,38.0,39.0,34.0,28.0,23.0,27.0,33.0,31.0,27.0,28.0,35.0,39.0,38.0,35.0
Summer,1000,2014/07/01Tamshui,PM10,33.0,35.0,38.0,39.0,40.0,33.0,35.0,49.0,53.0,51.0,51.0,44.0,40.0,34.0,29.0,29.0,27.0,23.0,21.0,27.0,32.0,33.0,38.0,42.0
Summer,1000,2014/07/02Tamshui,PM10,40.0,39.0,38.0,37.0,38.0,35.0,35.0,61.0,56.0,29.0,33.0,37.0,39.0,37.0,27.0,27.0,32.0,29.0,22.0,29.0,37.0,42.0,43.0,45.0
Summer,1000,2014/07/03Tamshui,PM10,49.0,45.0,46.0,51.0,54.0,44.0,32.0,28.0,34.0,54.0,53.0,43.0,39.0,33.0,28.0,24.0,32.0,38.0,39.0,46.0,48.0,43.0,39.0,37.0
Summer,1000,2014/07/05Tamshui,PM10,20.0,21.0,18.0,17.0,24.0,34.0,43.0,46.0,49.0,56.0,48.0,37.0,35.0,33.0,32.0,35.0,40.0,38.0,43.0,48.0,40.0,26.0,18.0,15.0
Summer,1000,2014/07/09Tamshui,PM10,42.0,42.0,38.0,35.0,38.0,40.0,38.0,43.0,48.0,45.0,44.0,55.0,83.0,92.0,93.0,92.0,67.0,53.0,60.0,64.0,57.0,56.0,60.0,61.0
Summer,1000,2014/07/10Tamshui,PM10,64.0,64.0,61.0,55.0,45.0,44.0,54.0,59.0,50.0,46.0,46.0,45.0,40.0,43.0,45.0,40.0,39.0,35.0,33.0,37.0,40.0,42.0,46.0,49.0
Summer,1000,2014/07/11Tamshui,PM10,48.0,43.0,38.0,35.0,37.0,37.0,31.0,29.0,29.0,33.0,42.0,50.0,56.0,48.0,35.0,33.0,34.0,32.0,26.0,27.0,31.0,31.0,31.0,29.0
Summer,1000,2014/07/12Tamshui,PM10,31.0,34.0,37.0,35.0,33.0,32.0,34.0,39.0,38.0,32.0,42.0,77.0,95.0,65.0,39.0,38.0,33.0,27.0,24.0,23.0,26.0,33.0,33.0,28.0
Summer,1000,2014/07/13Tamshui,PM10,27.0,27.0,32.0,38.0,35.0,26.0,23.0,28.0,28.0,26.0,23.0,34.0,50.0,55.0,49.0,45.0,43.0,35.0,28.0,27.0,31.0,34.0,37.0,38.0
Summer,1000,2014/07/14Tamshui,PM10,40.0,44.0,40.0,32.0,23.0,24.0,27.0,27.0,28.0,29.0,29.0,35.0,38.0,27.0,24.0,24.0,21.0,26.0,28.0,37.0,45.0,42.0,45.0,53.0
Summer,1000,2014/07/15Tamshui,PM10,55.0,48.0,38.0,39.0,42.0,40.0,40.0,43.0,55.0,64.0,57.0,37.0,21.0,17.0,15.0,13.0,12.0,17.0,22.0,33.0,42.0,39.0,40.0,39.0
Summer,1000,2014/07/16Tamshui,PM10,38.0,38.0,34.0,27.0,27.0,33.0,33.0,34.0,35.0,27.0,18.0,29.0,40.0,42.0,40.0,31.0,28.0,29.0,26.0,22.0,21.0,23.0,23.0,21.0
Summer,1000,2014/07/17Tamshui,PM10,20.0,18.0,16.0,18.0,20.0,18.0,17.0,17.0,26.0,35.0,56.0,48.0,23.0,22.0,26.0,28.0,26.0,27.0,24.0,20.0,16.0,16.0,17.0,15.0
Summer,1000,2014/07/19Tamshui,PM10,23.0,24.0,22.0,21.0,22.0,24.0,28.0,31.0,34.0,35.0,31.0,29.0,21.0,16.0,20.0,17.0,17.0,17.0,15.0,11.0,9.0,12.0,16.0,16.0
Summer,1000,2014/07/20Tamshui,PM10,17.0,16.0,12.0,13.0,17.0,15.0,13.0,13.0,13.0,13.0,15.0,16.0,17.0,18.0,20.0,18.0,18.0,23.0,28.0,26.0,17.0,12.0,16.0,16.0
Summer,1000,2014/07/21Tamshui,PM10,18.0,20.0,15.0,16.0,16.0,15.0,16.0,18.0,20.0,17.0,17.0,15.0,12.0,18.0,23.0,23.0,20.0,21.0,22.0,22.0,21.0,18.0,20.0,22.0
Summer,1000,2014/07/23Tamshui,PM10,16.0,16.0,16.0,12.0,15.0,16.0,17.0,17.0,21.0,21.0,15.0,13.0,13.0,13.0,15.0,18.0,20.0,22.0,26.0,26.0,22.0,22.0,27.0,27.0
Summer,1000,2014/07/24Tamshui,PM10,28.0,29.0,32.0,35.0,33.0,29.0,29.0,34.0,38.0,43.0,49.0,46.0,38.0,33.0,40.0,48.0,43.0,38.0,45.0,49.0,46.0,56.0,55.0,48.0
Summer,1000,2014/07/25Tamshui,PM10,49.0,48.0,46.0,44.0,45.0,44.0,42.0,45.0,71.0,72.0,51.0,49.0,51.0,48.0,46.0,46.0,42.0,40.0,38.0,32.0,28.0,29.0,32.0,37.0
Summer,1000,2014/07/26Tamshui,PM10,37.0,38.0,39.0,39.0,38.0,34.0,31.0,34.0,40.0,33.0,28.0,28.0,33.0,43.0,44.0,38.0,35.0,34.0,31.0,28.0,23.0,21.0,21.0,22.0
